image_id,work_id,miro_image_number,title,description,work_type,contributors,subjects,genres,license_id,license_label,license_url,credit,access_status,aspect_ratio,average_color,iiif_image_id,iiif_info_url,thumbnail_url,full_image_url,work_page_url,image_page_url,filename
h3gcq6m3,esuzpwbg,W0043391,Lepromatous leprosy: histoid leprosy,"Lepromatous leprosy (LL): histoid leprosy

This is a high power view of a histoid leprosy lesion. There are macrophages under a clear zone of upper dermis (Grenz zone). The macrophages contain many acid-fast bacilli (AFB). Wade-Fite stain.",Digital Images,SB Lucas,,,cc-0,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,SB Lucas,Open,0.6525,#c3c0d5,W0043391,https://iiif.wellcomecollection.org/image/W0043391/info.json,"https://iiif.wellcomecollection.org/image/W0043391/full/300,/0/default.jpg",https://iiif.wellcomecollection.org/image/W0043391/full/full/0/default.jpg,https://wellcomecollection.org/works/esuzpwbg,https://wellcomecollection.org/works/esuzpwbg/images?id=h3gcq6m3,Lepromatous_leprosy_histoid_leprosy_Wellcome_W0043391.jpg
h67afg29,sz258mjn,W0044393,Lepromatous leprosy: local (acute) exacerbation reaction,"Lepromatous leprosy (LL): local (acute) exacerbation reaction (LER)

This is a low power view of a section of skin from an LL patient with LER. H&E stain.",Digital Images,SB Lucas,,,cc-0,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,SB Lucas,Open,1.5267175,#bc7aba,W0044393,https://iiif.wellcomecollection.org/image/W0044393/info.json,"https://iiif.wellcomecollection.org/image/W0044393/full/300,/0/default.jpg",https://iiif.wellcomecollection.org/image/W0044393/full/full/0/default.jpg,https://wellcomecollection.org/works/sz258mjn,https://wellcomecollection.org/works/sz258mjn/images?id=h67afg29,Lepromatous_leprosy_local_acute_exacerbation_reaction_Wellcome_W0044393.jpg
h6fexnbm,x3mmvmaz,W0043334,Leprosy: skin,"Tuberculoid (TT) leprosy: skin

This is a low power view of a skin section from a patient with TT. It shows the histopathology of a positive lepromin test. Note the central granulomatous area, which indicates good cell-mediated immunity (CMI) to <I> Mycobacterium leprae</I>. H&E stain.",Digital Images,SB Lucas,,,cc-0,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,SB Lucas,Open,0.66,#d5c3df,W0043334,https://iiif.wellcomecollection.org/image/W0043334/info.json,"https://iiif.wellcomecollection.org/image/W0043334/full/300,/0/default.jpg",https://iiif.wellcomecollection.org/image/W0043334/full/full/0/default.jpg,https://wellcomecollection.org/works/x3mmvmaz,https://wellcomecollection.org/works/x3mmvmaz/images?id=h6fexnbm,Leprosy_skin_Wellcome_W0043334.jpg
hc7sjbsw,hfxvnctv,W0043323,Leprosy: skin,"Indeterminate (Idt) leprosy: skin

This is a low power view of a skin section from a patient with Idt leprosy. It shows minimal perivascular, and peri-sweat gland, lymphocytic infiltration. H&E stain.",Digital Images,SB Lucas,,,cc-0,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,SB Lucas,Open,0.6525,#d1bec9,W0043323,https://iiif.wellcomecollection.org/image/W0043323/info.json,"https://iiif.wellcomecollection.org/image/W0043323/full/300,/0/default.jpg",https://iiif.wellcomecollection.org/image/W0043323/full/full/0/default.jpg,https://wellcomecollection.org/works/hfxvnctv,https://wellcomecollection.org/works/hfxvnctv/images?id=hc7sjbsw,Leprosy_skin_Wellcome_W0043323.jpg
hce22eze,bbc5nmyd,W0043394,Lepromatous leprosy: lymph node,"Lepromatous leprosy (LL): lymph node

This is a low power view of a section of lymph node tissue from a patient with LL. There are dark-staining lymphoid follicles, separated by an infiltrate of foamy macrophages. H&E stain.",Digital Images,SB Lucas,,,cc-0,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,SB Lucas,Open,1.5444015,#9984ad,W0043394,https://iiif.wellcomecollection.org/image/W0043394/info.json,"https://iiif.wellcomecollection.org/image/W0043394/full/300,/0/default.jpg",https://iiif.wellcomecollection.org/image/W0043394/full/full/0/default.jpg,https://wellcomecollection.org/works/bbc5nmyd,https://wellcomecollection.org/works/bbc5nmyd/images?id=hce22eze,Lepromatous_leprosy_lymph_node_Wellcome_W0043394.jpg
hcwb9cat,gzbkjd8j,W0043339,Leprosy: skin,"Borderline tuberculoid (BT) leprosy: skin

This is a high power view of a dermal nerve in a skin section from a patient with BT. There is a single acid-fast bacilli (AFB) (arrowed). Wade-Fite stain.",Digital Images,SB Lucas,,,cc-0,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,SB Lucas,Open,1.5151515,#9ebece,W0043339,https://iiif.wellcomecollection.org/image/W0043339/info.json,"https://iiif.wellcomecollection.org/image/W0043339/full/300,/0/default.jpg",https://iiif.wellcomecollection.org/image/W0043339/full/full/0/default.jpg,https://wellcomecollection.org/works/gzbkjd8j,https://wellcomecollection.org/works/gzbkjd8j/images?id=hcwb9cat,Leprosy_skin_Wellcome_W0043339.jpg
hpuyr3v5,spaycaqq,W0044326,Amoebiasis: histopathology of the colon,"Histopathology of the colon

This is a medium power view of colonic mucosa. There is oedema of the lamina propria. The goblet cells in the crypts are well preserved and full of mucin. Between the crypts there are many plasma cells and some polymorphs. No amoebae are visible in this field. H&E stain.

This appearance is typical of an early amoebic lesion. Preservation of goblet cells is characteristic (unlike ulcerative colitis, where the goblet cells are destroyed).",Digital Images,SB Lucas,,,cc-0,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,SB Lucas,Open,0.6575,#d283c3,W0044326,https://iiif.wellcomecollection.org/image/W0044326/info.json,"https://iiif.wellcomecollection.org/image/W0044326/full/300,/0/default.jpg",https://iiif.wellcomecollection.org/image/W0044326/full/full/0/default.jpg,https://wellcomecollection.org/works/spaycaqq,https://wellcomecollection.org/works/spaycaqq/images?id=hpuyr3v5,Amoebiasis_histopathology_of_the_colon_Wellcome_W0044326.jpg
hvqfwzpd,rezuzxqp,W0044361,Cutaneous leishmaniasis (CL): skin lesion ,"This is a low power view of a skin lesion. The dark-staining granulomas throughout the dermis are a result of perivascular inflammation. H&E stain.

See image W0044362 for a high power view of one of the granulomas.",Digital Images,SB Lucas,,,cc-0,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,SB Lucas,Open,1.5267175,#b595a6,W0044361,https://iiif.wellcomecollection.org/image/W0044361/info.json,"https://iiif.wellcomecollection.org/image/W0044361/full/300,/0/default.jpg",https://iiif.wellcomecollection.org/image/W0044361/full/full/0/default.jpg,https://wellcomecollection.org/works/rezuzxqp,https://wellcomecollection.org/works/rezuzxqp/images?id=hvqfwzpd,Cutaneous_leishmaniasis_CL_skin_lesion_Wellcome_W0044361.jpg
jd4kdycx,s7g5ffwj,W0044363,Cutaneous leishmaniasis: skin lesion,"Cutaneous leishmaniasis (CL): skin lesion 

This is a medium power view of an ulcerating lesion. The ulcer, at the top of the image, shows cell sloughing. In the centre of the dermis there is an area of necrosis (N) surrounded by lymphoid infiltrate (L). The pale, pink-staining ring of tissue is an area of fibrosis (F). H&E stain.

Necrosis and fibrosis are important for healing. Necrosis is the process of granuloma breakdown by the destruction of infected macrophages. Fibrosis is the deposition of collagen to replace the broken down granuloma tissue. 

See image W0044366 for a higher power view of this lesion.",Digital Images,SB Lucas,,,cc-0,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,SB Lucas,Open,0.6525,#cb75ba,W0044363,https://iiif.wellcomecollection.org/image/W0044363/info.json,"https://iiif.wellcomecollection.org/image/W0044363/full/300,/0/default.jpg",https://iiif.wellcomecollection.org/image/W0044363/full/full/0/default.jpg,https://wellcomecollection.org/works/s7g5ffwj,https://wellcomecollection.org/works/s7g5ffwj/images?id=jd4kdycx,Cutaneous_leishmaniasis_skin_lesion_Wellcome_W0044363.jpg
k3xhxvpg,sq9tmgq2,W0044366,Cutaneous leishmaniasis: skin lesion,"Cutaneous leishmaniasis (CL): skin lesion 

This is a medium power view of the ulcerating lesion seen in image W0044363. The image shows an area of tissue outside the granuloma, at the interface between the lymphoid infiltrate (L) and peripheral macrophages (M). The macrophages have a granular appearance because they contain <I>Leishmania</I> sp. amastigotes. Amastigotes were not seen within the macrophages in the central necrotic tissue. H&E stain.

A granuloma is a localized inflammatory response. Infected macrophages within the granuloma are eliminated by an effective immune response.",Digital Images,SB Lucas,,,cc-0,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,SB Lucas,Open,1.5384616,#cc67a2,W0044366,https://iiif.wellcomecollection.org/image/W0044366/info.json,"https://iiif.wellcomecollection.org/image/W0044366/full/300,/0/default.jpg",https://iiif.wellcomecollection.org/image/W0044366/full/full/0/default.jpg,https://wellcomecollection.org/works/sq9tmgq2,https://wellcomecollection.org/works/sq9tmgq2/images?id=k3xhxvpg,Cutaneous_leishmaniasis_skin_lesion_Wellcome_W0044366.jpg
kb22xbwr,m4ctgy29,W0044357,Visceral leishmaniasis (VL): spleen ,"This image shows a low power view of a section of spleen. The lymphoid follicles of the white pulp are atrophied and the intervening red pulp is greatly expanded. H&E stain.

This condition is caused by an accumulation of parasitized macrophages in the veins and sinuses of the red pulp, which blocks the blood vessels and causes tissue necrosis and sequestration of red blood cells. The expansion of the red pulp consequently depletes the white pulp.",Digital Images,SB Lucas,,,cc-0,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,SB Lucas,Open,1.5384616,#c46cc6,W0044357,https://iiif.wellcomecollection.org/image/W0044357/info.json,"https://iiif.wellcomecollection.org/image/W0044357/full/300,/0/default.jpg",https://iiif.wellcomecollection.org/image/W0044357/full/full/0/default.jpg,https://wellcomecollection.org/works/m4ctgy29,https://wellcomecollection.org/works/m4ctgy29/images?id=kb22xbwr,Visceral_leishmaniasis_VL_spleen_Wellcome_W0044357.jpg
kjhfswdf,uzxx7pap,W0043371,Leprosy: type 1 (reversal) leprosy reaction,"Tuberculoid (TT) leprosy: type 1 (reversal) leprosy reaction

This is a high power view of a skin section from a patient with TT in reaction. There is fibrinoid necrosis (at the bottom right corner), which is a feature of type 1 reaction. H&E stain.

See images W0043369 and W0043370 for low and medium power views of this section.",Digital Images,SB Lucas,,,cc-0,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,SB Lucas,Open,1.5384616,#d9a8bd,W0043371,https://iiif.wellcomecollection.org/image/W0043371/info.json,"https://iiif.wellcomecollection.org/image/W0043371/full/300,/0/default.jpg",https://iiif.wellcomecollection.org/image/W0043371/full/full/0/default.jpg,https://wellcomecollection.org/works/uzxx7pap,https://wellcomecollection.org/works/uzxx7pap/images?id=kjhfswdf,Leprosy_type_1_reversal_leprosy_reaction_Wellcome_W0043371.jpg
kr3nvqvt,jrd7ekfa,W0044398,Lepromatous leprosy: local (acute) exacerbation reaction,"Lepromatous leprosy (LL): local (acute) exacerbation reaction (LER)

This high power view of a skin section from an LL patient shows LER. There are large numbers of acid-fast bacilli (AFB) within macrophages, and scattered neutrophils. Wade-Fite stain.",Digital Images,SB Lucas,,,cc-0,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,SB Lucas,Open,1.5384616,#bfb5d1,W0044398,https://iiif.wellcomecollection.org/image/W0044398/info.json,"https://iiif.wellcomecollection.org/image/W0044398/full/300,/0/default.jpg",https://iiif.wellcomecollection.org/image/W0044398/full/full/0/default.jpg,https://wellcomecollection.org/works/jrd7ekfa,https://wellcomecollection.org/works/jrd7ekfa/images?id=kr3nvqvt,Lepromatous_leprosy_local_acute_exacerbation_reaction_Wellcome_W0044398.jpg
m69nxe34,bx8ybhfq,W0044353,Visceral leishmaniasis: gastrointestinal tract,"Visceral leishmaniasis (VL): gastrointestinal tract

This is a high power view of a section of small intestine. There are numerous macrophages in the lamina propria. 
The granular appearance of the macrophages is due to a dense accumulation of amastigotes. H&E stain.",Digital Images,SB Lucas,,,cc-0,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,SB Lucas,Open,0.6525,#c779bf,W0044353,https://iiif.wellcomecollection.org/image/W0044353/info.json,"https://iiif.wellcomecollection.org/image/W0044353/full/300,/0/default.jpg",https://iiif.wellcomecollection.org/image/W0044353/full/full/0/default.jpg,https://wellcomecollection.org/works/bx8ybhfq,https://wellcomecollection.org/works/bx8ybhfq/images?id=m69nxe34,Visceral_leishmaniasis_gastrointestinal_tract_Wellcome_W0044353.jpg
mbyckbqc,dbhheukn,W0043347,Leprosy: type 1 leprosy reaction,"Borderline tuberculoid (BT) leprosy: type 1 leprosy reaction

This is a medium power view of a deep dermal nerve in type 1 reaction. There is an area of nerve necrosis (right side), with adjacent granulomatous inflammation. The area of inflammation consists of epithelioid cells, giant cells and lymphocytes. H&E stain.

See image W0043346 for a lower power view of the section.",Digital Images,SB Lucas,,,cc-0,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,SB Lucas,Open,1.5151515,#c7aaba,W0043347,https://iiif.wellcomecollection.org/image/W0043347/info.json,"https://iiif.wellcomecollection.org/image/W0043347/full/300,/0/default.jpg",https://iiif.wellcomecollection.org/image/W0043347/full/full/0/default.jpg,https://wellcomecollection.org/works/dbhheukn,https://wellcomecollection.org/works/dbhheukn/images?id=mbyckbqc,Leprosy_type_1_leprosy_reaction_Wellcome_W0043347.jpg
mfyu8xax,bauxe9v6,W0043340,Leprosy: type 1 (reversal) leprosy reaction,"Borderline tuberculoid (BT) leprosy: type 1 (reversal) leprosy reaction

This is a medium power view of a skin section from a patient with BT. Beneath the epidermis the granuloma is diffuse, rather than compact. Note also that there is oedema in the dermis (seen as 'white spaces' that contain fluid). H&E stain. 

This represents a mild type 1(reversal) reaction, with oedema as the main feature.",Digital Images,SB Lucas,,,cc-0,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,SB Lucas,Open,1.509434,#cbb0bf,W0043340,https://iiif.wellcomecollection.org/image/W0043340/info.json,"https://iiif.wellcomecollection.org/image/W0043340/full/300,/0/default.jpg",https://iiif.wellcomecollection.org/image/W0043340/full/full/0/default.jpg,https://wellcomecollection.org/works/bauxe9v6,https://wellcomecollection.org/works/bauxe9v6/images?id=mfyu8xax,Leprosy_type_1_reversal_leprosy_reaction_Wellcome_W0043340.jpg
mhnabedw,wr3qw2n8,W0043383,Lepromatous leprosy: histoid leprosy,"Lepromatous leprosy (LL): histoid leprosy

This is a low power view of a whole mount section of a histoid leprosy lesion. It shows a discrete, tumour-like nodule in the dermis. H&E stain.

Histoid leprosy is often a manifestation of relapse, following cessation of treatment or resistance to dapsone. With current combination therapy, secondary drug resistance is unlikely to occur.",Digital Images,SB Lucas,,,cc-0,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,SB Lucas,Open,1.3333334,#e9d8e0,W0043383,https://iiif.wellcomecollection.org/image/W0043383/info.json,"https://iiif.wellcomecollection.org/image/W0043383/full/300,/0/default.jpg",https://iiif.wellcomecollection.org/image/W0043383/full/full/0/default.jpg,https://wellcomecollection.org/works/wr3qw2n8,https://wellcomecollection.org/works/wr3qw2n8/images?id=mhnabedw,Lepromatous_leprosy_histoid_leprosy_Wellcome_W0043383.jpg
n975xd74,bw7fyc7g,W0043375,Leprosy: skin,"Borderline tuberculoid (BT) leprosy: skin

This is a low power view of a skin section from a patient with early BT. It shows perivascular inflammation in the upper half of the dermis. H&E stain. 

See image W0043376 a high power view of this section.",Digital Images,SB Lucas,,,cc-0,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,SB Lucas,Open,0.655,#e5c5c7,W0043375,https://iiif.wellcomecollection.org/image/W0043375/info.json,"https://iiif.wellcomecollection.org/image/W0043375/full/300,/0/default.jpg",https://iiif.wellcomecollection.org/image/W0043375/full/full/0/default.jpg,https://wellcomecollection.org/works/bw7fyc7g,https://wellcomecollection.org/works/bw7fyc7g/images?id=n975xd74,Leprosy_skin_Wellcome_W0043375.jpg
nd78y6ur,em9wqfpv,W0043336,Leprosy: slit-skin smear test,"Lepromatous leprosy (LL): slit-skin smear (SSS) test

This is a high power view of a skin smear from a patient with LL. There are multiple, solid-staining acid-fast bacilli (AFB) within macrophages. Wade-Fite stain.

The bacillary index (BI) is 5+.<B>
</B>",Digital Images,SB Lucas,,,cc-0,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,SB Lucas,Open,1.532567,#d2f5d9,W0043336,https://iiif.wellcomecollection.org/image/W0043336/info.json,"https://iiif.wellcomecollection.org/image/W0043336/full/300,/0/default.jpg",https://iiif.wellcomecollection.org/image/W0043336/full/full/0/default.jpg,https://wellcomecollection.org/works/em9wqfpv,https://wellcomecollection.org/works/em9wqfpv/images?id=nd78y6ur,Leprosy_slit-skin_smear_test_Wellcome_W0043336.jpg
neph3raf,rjevyhpg,W0043392,Lepromatous leprosy: histoid leprosy,"Lepromatous leprosy (LL): histoid leprosy

This is a high power view of a histoid leprosy lesion in LL. There are many acid-fast bacilli (AFB) in the dermal macrophages. Wade-Fite stain.",Digital Images,SB Lucas,,,cc-0,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,SB Lucas,Open,1.5384616,#beb4c2,W0043392,https://iiif.wellcomecollection.org/image/W0043392/info.json,"https://iiif.wellcomecollection.org/image/W0043392/full/300,/0/default.jpg",https://iiif.wellcomecollection.org/image/W0043392/full/full/0/default.jpg,https://wellcomecollection.org/works/rjevyhpg,https://wellcomecollection.org/works/rjevyhpg/images?id=neph3raf,Lepromatous_leprosy_histoid_leprosy_Wellcome_W0043392.jpg
ngjs8skk,u8y5am69,W0043378,"Leprosy: borderline tuberculoid leprosy, skin","Borderline tuberculoid (BT) leprosy: skin

This is a medium power view of a sweat gland from a patient with early BT. The sweat gland is disrupted by a granuloma, with asymmetrical lymphocytic infiltration. H&E stain.

See image W0043377 for a low power view of this section.",Digital Images,SB Lucas,,,cc-0,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,SB Lucas,Open,1.5444015,#a4acbf,W0043378,https://iiif.wellcomecollection.org/image/W0043378/info.json,"https://iiif.wellcomecollection.org/image/W0043378/full/300,/0/default.jpg",https://iiif.wellcomecollection.org/image/W0043378/full/full/0/default.jpg,https://wellcomecollection.org/works/u8y5am69,https://wellcomecollection.org/works/u8y5am69/images?id=ngjs8skk,Leprosy_borderline_tuberculoid_leprosy_skin_Wellcome_W0043378.jpg
nh48pgtv,zsercr7w,W0044341,Post kala azar dermal leishmaniasis: skin lesion ,"This is a medium power view of a section of skin from a patient with PKDL. There is an inflammatory infiltrate with epithelioid cells which are not organized into granulomas. H&E stain.

Lesions seen in PKDL do not arise from direct inoculation by an infected sand fly but from blood-borne parasites as a consequence of visceral leishmaniasis (VL).<B> </B>The early cutaneous lesions surround a dermal blood vessel, and then enlarge and spread through the dermis.",Digital Images,SB Lucas,,,cc-0,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,SB Lucas,Open,1.5267175,#be83b3,W0044341,https://iiif.wellcomecollection.org/image/W0044341/info.json,"https://iiif.wellcomecollection.org/image/W0044341/full/300,/0/default.jpg",https://iiif.wellcomecollection.org/image/W0044341/full/full/0/default.jpg,https://wellcomecollection.org/works/zsercr7w,https://wellcomecollection.org/works/zsercr7w/images?id=nh48pgtv,Post_kala_azar_dermal_leishmaniasis_skin_lesion_Wellcome_W0044341.jpg
nhx8jhgb,ch8ncdb5,W0043393,Lepromatous leprosy: histoid leprosy,"Lepromatous leprosy (LL): histoid leprosy

This is a high power view of an immunostained histoid leprosy lesion. It shows brown mycobacterial antigen within macrophages. Immunostain against BCG.",Digital Images,SB Lucas,,,cc-0,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,SB Lucas,Open,0.655,#d2c7b5,W0043393,https://iiif.wellcomecollection.org/image/W0043393/info.json,"https://iiif.wellcomecollection.org/image/W0043393/full/300,/0/default.jpg",https://iiif.wellcomecollection.org/image/W0043393/full/full/0/default.jpg,https://wellcomecollection.org/works/ch8ncdb5,https://wellcomecollection.org/works/ch8ncdb5/images?id=nhx8jhgb,Lepromatous_leprosy_histoid_leprosy_Wellcome_W0043393.jpg
nrycrg6m,m2jegdv2,W0044368,Cutaneous leishmaniasis (CL): skin lesion ,"This is a low power view of a section of skin from a CL lesion. The lesion is non-ulcerating but there is marked hyperplasia of the epidermis and a dense dermal inflammation. H&E stain.

For a higher power view of the dermal infiltrate see image W0044370. 

HF indicates a hair follicle.",Digital Images,SB Lucas,,,cc-0,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,SB Lucas,Open,1.532567,#bc7eb3,W0044368,https://iiif.wellcomecollection.org/image/W0044368/info.json,"https://iiif.wellcomecollection.org/image/W0044368/full/300,/0/default.jpg",https://iiif.wellcomecollection.org/image/W0044368/full/full/0/default.jpg,https://wellcomecollection.org/works/m2jegdv2,https://wellcomecollection.org/works/m2jegdv2/images?id=nrycrg6m,Cutaneous_leishmaniasis_CL_skin_lesion_Wellcome_W0044368.jpg
nx4m4t4z,ryqzgcpe,W0044362,Cutaneous leishmaniasis: skin lesion,"Cutaneous leishmaniasis (CL): skin lesion 

This is a medium power view of one of the deep granulomas seen in image W0044361. It shows a central area of epithelioid cells (large cells derived from activated macrophages) surrounded by peripheral lymphocytes and plasma cells (arrow). H&E stain.

There are <I>Leishmania</I> sp. amastigotes within the epithelioid cells but these are difficult to see at this magnification.",Digital Images,SB Lucas,,,cc-0,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,SB Lucas,Open,1.5503876,#ab77b4,W0044362,https://iiif.wellcomecollection.org/image/W0044362/info.json,"https://iiif.wellcomecollection.org/image/W0044362/full/300,/0/default.jpg",https://iiif.wellcomecollection.org/image/W0044362/full/full/0/default.jpg,https://wellcomecollection.org/works/ryqzgcpe,https://wellcomecollection.org/works/ryqzgcpe/images?id=nx4m4t4z,Cutaneous_leishmaniasis_skin_lesion_Wellcome_W0044362.jpg
p5afqbcg,x3e4ekce,W0044698,Sickle cell disease: liver,"In this high power view, there is sequestration of sickled red blood cells. The vascular channels are so distended by this process that the liver tissue is not recognisable. H&E stain.",Digital Images,SB Lucas,Sickle cell anaemia,,cc-0,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,SB Lucas,Open,1.5384616,#cb84a9,W0044698,https://iiif.wellcomecollection.org/image/W0044698/info.json,"https://iiif.wellcomecollection.org/image/W0044698/full/300,/0/default.jpg",https://iiif.wellcomecollection.org/image/W0044698/full/full/0/default.jpg,https://wellcomecollection.org/works/x3e4ekce,https://wellcomecollection.org/works/x3e4ekce/images?id=p5afqbcg,Sickle_cell_disease_liver_Wellcome_W0044698.jpg
pfr7vbzn,cmmb6vm2,W0043377,"Leprosy: borderline tuberculoid leprosy, skin","Borderline tuberculoid (BT) leprosy: skin

This is a low power view of a skin section from a patient with early BT. The skin appears almost normal, apart from a granulomatous focus around a mid-dermal sweat gland. H&E stain.

See image W0043378 for a medium power view of this section.",Digital Images,SB Lucas,,,cc-0,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,SB Lucas,Open,0.6575,#b8b9b6,W0043377,https://iiif.wellcomecollection.org/image/W0043377/info.json,"https://iiif.wellcomecollection.org/image/W0043377/full/300,/0/default.jpg",https://iiif.wellcomecollection.org/image/W0043377/full/full/0/default.jpg,https://wellcomecollection.org/works/cmmb6vm2,https://wellcomecollection.org/works/cmmb6vm2/images?id=pfr7vbzn,Leprosy_borderline_tuberculoid_leprosy_skin_Wellcome_W0043377.jpg
phkycws9,m8t3yjge,W0043335,Leprosy: histopathology of skin,"Tuberculoid (TT) leprosy: skin

This is a high power view of positive lepromin test from a patient with TT. There are a number of granulomas, and a giant cell can be seen within the dermal collagen (at the injection site of the lepromin antigen). H&E stain.

See image W0043334 for a low power view of this section.",Digital Images,SB Lucas,,,cc-0,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,SB Lucas,Open,1.5209125,#b291cb,W0043335,https://iiif.wellcomecollection.org/image/W0043335/info.json,"https://iiif.wellcomecollection.org/image/W0043335/full/300,/0/default.jpg",https://iiif.wellcomecollection.org/image/W0043335/full/full/0/default.jpg,https://wellcomecollection.org/works/m8t3yjge,https://wellcomecollection.org/works/m8t3yjge/images?id=phkycws9,Leprosy_histopathology_of_skin_Wellcome_W0043335.jpg
pjfaspa3,zgrrwpyw,W0043352,Leprosy: skin,"Tuberculoid (TT) leprosy: skin

This is a low power view of a skin section from a case of TT. There is a typical, dense lymphocytic infiltration around the vessels and nerves. The deep nerve is particularly prominent at the base of the section.

Note also the involvement of the epidermis. H&E stain.

See image W0043353 for a high power view of the deep nerve.",Digital Images,SB Lucas,,,cc-0,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,SB Lucas,Open,0.6925,#e5c3d6,W0043352,https://iiif.wellcomecollection.org/image/W0043352/info.json,"https://iiif.wellcomecollection.org/image/W0043352/full/300,/0/default.jpg",https://iiif.wellcomecollection.org/image/W0043352/full/full/0/default.jpg,https://wellcomecollection.org/works/zgrrwpyw,https://wellcomecollection.org/works/zgrrwpyw/images?id=pjfaspa3,Leprosy_skin_Wellcome_W0043352.jpg
pqbxxzfd,bk4v5t4t,W0043357,Leprosy: skin,"Tuberculoid (TT) leprosy: skin

This is a high power view of a skin section from a person with TT. There is subepidermal granulomatous infiltration extending almost into the basal layers. No giant cells are seen. H&E stain.",Digital Images,SB Lucas,,,cc-0,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,SB Lucas,Open,0.6525,#cd9fc6,W0043357,https://iiif.wellcomecollection.org/image/W0043357/info.json,"https://iiif.wellcomecollection.org/image/W0043357/full/300,/0/default.jpg",https://iiif.wellcomecollection.org/image/W0043357/full/full/0/default.jpg,https://wellcomecollection.org/works/bk4v5t4t,https://wellcomecollection.org/works/bk4v5t4t/images?id=pqbxxzfd,Leprosy_skin_Wellcome_W0043357.jpg
ps9sg46p,muabx9wm,W0044349,Visceral leishmaniasis: lymph node,"Lymph node

This image is a medium power view of a section of lymph node. It shows a granuloma with epithelioid cells containing <I>Leishmania</I> sp. amastigotes. To the right, surrounding the epithelioid cells, are plasma cells and lymphocytes. H&E stain.",Digital Images,SB Lucas,,,cc-0,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,SB Lucas,Open,1.5267175,#b779a0,W0044349,https://iiif.wellcomecollection.org/image/W0044349/info.json,"https://iiif.wellcomecollection.org/image/W0044349/full/300,/0/default.jpg",https://iiif.wellcomecollection.org/image/W0044349/full/full/0/default.jpg,https://wellcomecollection.org/works/muabx9wm,https://wellcomecollection.org/works/muabx9wm/images?id=ps9sg46p,Visceral_leishmaniasis_lymph_node_Wellcome_W0044349.jpg
q3ht2eks,nmpv2pct,W0043358,Leprosy: skin,"Tuberculoid (TT) leprosy: skin

This image is a high power view of a skin section from a case of TT. There is a dermal lesion with large, pale epithelioid cells (note the prominent nucleoli). Small, dark lymphocytes are also present. H&E stain.

Although nerve elements are not visible, this is probably the site of a neuritis, and the nerve has been destroyed.",Digital Images,SB Lucas,,,cc-0,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,SB Lucas,Open,1.5384616,#d6abbf,W0043358,https://iiif.wellcomecollection.org/image/W0043358/info.json,"https://iiif.wellcomecollection.org/image/W0043358/full/300,/0/default.jpg",https://iiif.wellcomecollection.org/image/W0043358/full/full/0/default.jpg,https://wellcomecollection.org/works/nmpv2pct,https://wellcomecollection.org/works/nmpv2pct/images?id=q3ht2eks,Leprosy_skin_Wellcome_W0043358.jpg
